"Flower_index","Compound","Rater","Type","Garden","Subplot","Day","Width"
"18177","11","1","2",2,"6",3,5.9
"18145","12","1","1",1,"7",3,4.6
"18028","12","1","1",1,"8",3,4.7
"18469","12","1","1",1,"9",3,5.5
"18180","12","1","1",2,"10",3,5.3
"18013","12","1","1",2,"11",3,4.7
"18553","12","1","1",2,"12",3,5
"18808","12","1","2",1,"13",3,6.7
"18583","12","1","2",1,"14",3,7.5
"18990","12","1","2",1,"15",3,7
"18508","12","1","2",2,"16",3,7.4
"18562","12","1","2",2,"17",3,6.2
"18005","12","1","2",2,"18",3,6.6
"18554","13","1","1",1,"1",3,4.3
"18886","13","1","1",1,"2",3,4.4
"18082","13","1","1",1,"3",3,4.2
"18111","13","1","1",2,"4",3,3.9
"18606","13","1","1",2,"5",3,4.8
"18585","13","1","1",2,"6",3,4.8
"18586","13","1","2",1,"7",3,6.2
"18097","13","1","2",1,"8",3,5.8
"18983","13","1","2",1,"9",3,6.5
"18146","13","1","2",2,"10",3,6.7
"18394","13","1","2",2,"11",3,6.1
"18949","13","1","2",2,"12",3,7.2
"18527","14","1","1",1,"13",3,4.4
"18128","14","1","1",1,"14",3,5.3
"18069","14","1","1",1,"15",3,4.1
"18347","14","1","1",2,"16",3,4.2
"18127","14","1","1",2,"17",3,3.7
"18021","14","1","1",2,"18",3,4.3
"18039","14","1","2",1,"1",3,6.9
"18926","14","1","2",1,"2",3,5.8
"18462","14","1","2",1,"3",3,5.2
"18790","14","1","2",2,"4",3,5.9
"18699","14","1","2",2,"5",3,6.4
"18293","14","1","2",2,"6",3,6.9
"18105","15","1","1",1,"7",3,4.1
"18901","15","1","1",1,"8",3,4.4
"18515","15","1","1",1,"9",3,4.2
"18374","15","1","1",2,"10",3,4.4
"18974","15","1","1",2,"11",3,4.2
"18019","15","1","1",2,"12",3,4.6
"18337","15","1","2",1,"13",3,6
"18589","15","1","2",1,"14",3,6.1
"18657","15","1","2",1,"15",3,5.9
"18378","15","1","2",2,"16",3,6.4
"18149","15","1","2",2,"17",3,6.5
"18314","15","1","2",2,"18",3,6.2
"18231","1","1","1",1,"1",4,5.1
"18773","1","1","1",1,"2",4,4.3
"18503","1","1","1",1,"3",4,4.2
"18561","1","1","1",2,"4",4,4.3
"18910","1","1","1",2,"5",4,5.1
"18339","1","1","1",2,"6",4,5.4
"18548","1","1","2",1,"7",4,7.3
"18252","1","1","2",1,"8",4,6.8
"18751","1","1","2",1,"9",4,7.4
"18525","1","1","2",2,"10",4,6.6
"18891","1","1","2",2,"11",4,5.8
"18911","1","1","2",2,"12",4,6.7
"18844","2","1","1",1,"13",4,3.9
"18898","2","1","1",1,"14",4,3.4
"18531","2","1","1",1,"15",4,3.3
"18654","2","1","1",2,"16",4,3
"18295","2","1","1",2,"17",4,2.8
"18218","2","1","2",1,"1",4,5.9
"18568","2","1","2",1,"2",4,4.9
"18334","2","1","2",1,"3",4,5.4
"18540","2","1","2",2,"4",4,5.5
"18662","2","1","2",2,"5",4,5.4
"18101","2","1","2",2,"6",4,5.6
"18459","3","1","1",1,"7",4,4
"18095","3","1","1",1,"9",4,3.7
"18551","3","1","1",2,"10",4,4.1
"18320","3","1","1",2,"11",4,3.4
"18922","3","1","1",2,"12",4,4.5
"18549","3","1","2",1,"13",4,5.9
"18213","3","1","2",1,"14",4,5.7
"18784","3","1","2",1,"15",4,6
"18917","3","1","2",2,"16",4,5.5
"18819","3","1","2",2,"17",4,5.6
"18664","3","1","2",2,"18",4,5.9
"18465","4","1","1",1,"1",4,5.2
"18851","4","1","1",1,"2",4,5.4
"18016","4","1","1",1,"3",4,4.8
"18759","4","1","1",2,"4",4,6.3
"18693","4","1","1",2,"5",4,5
"18317","4","1","1",2,"6",4,5.2
"18194","4","1","2",1,"7",4,7.7
"18243","4","1","2",1,"8",4,7
"18285","4","1","2",1,"9",4,7.8
"18595","4","1","2",2,"10",4,6.4
"18530","4","1","2",2,"11",4,8.1
"18070","4","1","2",2,"12",4,7.8
"18222","5","1","1",1,"13",4,4.6
"18997","5","1","1",1,"14",4,4.5
"18196","5","1","1",1,"15",4,5.6
"18161","5","1","1",2,"16",4,4.4
"18186","5","1","1",2,"17",4,4.3
"18633","5","1","1",2,"18",4,4.8
"18800","5","1","2",1,"1",4,6.6
"18298","5","1","2",1,"2",4,5.1
"18704","5","1","2",1,"3",4,5.8
"18344","5","1","2",2,"4",4,6
"18428","5","1","2",2,"5",4,6.8
"18653","5","1","2",2,"6",4,6.5
"18923","6","1","1",1,"7",4,2.8
"18775","6","1","1",1,"8",4,2.6
"18599","6","1","1",1,"9",4,2.6
"18639","6","1","1",2,"10",4,2.9
"18448","6","1","1",2,"11",4,2.1
"18117","6","1","1",2,"12",4,2.8
"18570","6","1","2",1,"13",4,5.4
"18785","6","1","2",1,"14",4,5.2
"18954","6","1","2",1,"15",4,3.3
"18346","6","1","2",2,"16",4,4.3
"18313","6","1","2",2,"17",4,3.5
"18289","6","1","2",2,"18",4,4.4
"18451","7","1","1",1,"1",4,5.3
"18369","7","1","1",1,"2",4,4.3
"18272","7","1","1",1,"3",4,4.3
"18524","7","1","1",2,"4",4,4.4
"18473","7","1","1",2,"5",4,5
"18725","7","1","1",2,"6",4,5.2
"18770","7","1","2",1,"7",4,7.8
"18779","7","1","2",1,"8",4,6.9
"18327","7","1","2",1,"9",4,7.6
"18620","7","1","2",2,"10",4,6.5
"18736","7","1","2",2,"11",4,6.6
"18745","7","1","2",2,"12",4,8.2
"18414","8","1","1",1,"13",4,5.8
"18581","8","1","1",1,"14",4,6
"18841","8","1","1",1,"15",4,6.4
"18519","8","1","1",2,"16",4,5.4
"18655","8","1","1",2,"17",4,4.4
"18674","8","1","1",2,"18",4,5.8
"18658","8","1","2",1,"1",4,7.4
"18761","8","1","2",1,"2",4,6.9
"18452","8","1","2",1,"3",4,6.7
"18247","8","1","2",2,"4",4,7.4
"18685","8","1","2",2,"5",4,8
"18724","8","1","2",2,"6",4,7.5
"18172","9","1","1",1,"7",4,4.8
"18413","9","1","1",1,"8",4,4.9
"18234","9","1","1",1,"9",4,4.8
"18890","9","1","1",2,"10",4,4.8
"18392","9","1","1",2,"11",4,4.7
"18023","9","1","1",2,"12",4,4.9
"18722","9","1","2",1,"13",4,7.3
"18137","9","1","2",1,"14",4,7
"18520","9","1","2",1,"15",4,6.4
"18813","9","1","2",2,"16",4,6.6
"18420","9","1","2",2,"17",4,6.8
"18757","9","1","2",2,"18",4,6.6
"18225","10","1","1",1,"1",4,5.2
"18906","10","1","1",1,"2",4,5.4
"18034","10","1","1",1,"3",4,4.6
"18619","10","1","1",2,"4",4,4.5
"18557","10","1","1",2,"5",4,5.2
"18429","10","1","1",2,"6",4,5.6
"18018","10","1","2",1,"7",4,7.2
"18544","10","1","2",1,"8",4,7.3
"18330","10","1","2",1,"9",4,8.1
"18807","10","1","2",2,"10",4,7.7
"18765","10","1","2",2,"11",4,6.3
"18415","10","1","2",2,"12",4,7.9
"18853","11","1","1",1,"13",4,4.8
"18706","11","1","1",1,"14",4,4.9
"18495","11","1","1",1,"15",4,5.1
"18292","11","1","1",2,"16",4,4.8
"18889","11","1","1",2,"17",4,4.5
"18883","11","1","1",2,"18",4,4.1
"18905","11","1","2",1,"1",4,6.4
"18675","11","1","2",1,"2",4,5.6
"18326","11","1","2",1,"3",4,6
"18434","11","1","2",2,"4",4,5.3
"18573","11","1","2",2,"5",4,6.6
"18177","11","1","2",2,"6",4,6.1
"18145","12","1","1",1,"7",4,4.8
"18028","12","1","1",1,"8",4,4.8
"18469","12","1","1",1,"9",4,5.9
"18180","12","1","1",2,"10",4,5.5
"18013","12","1","1",2,"11",4,5.2
"18553","12","1","1",2,"12",4,5.5
"18808","12","1","2",1,"13",4,7.3
"18583","12","1","2",1,"14",4,7.8
"18990","12","1","2",1,"15",4,7.1
"18508","12","1","2",2,"16",4,7.6
"18562","12","1","2",2,"17",4,6.4
"18005","12","1","2",2,"18",4,6.8
"18554","13","1","1",1,"1",4,4.5
"18886","13","1","1",1,"2",4,4.5
"18082","13","1","1",1,"3",4,4.3
"18111","13","1","1",2,"4",4,4
"18606","13","1","1",2,"5",4,5
"18585","13","1","1",2,"6",4,4.9
"18586","13","1","2",1,"7",4,6.7
"18097","13","1","2",1,"8",4,6.4
"18983","13","1","2",1,"9",4,6.6
"18146","13","1","2",2,"10",4,6.8
"18394","13","1","2",2,"11",4,6.2
"18949","13","1","2",2,"12",4,7.2
"18527","14","1","1",1,"13",4,4.9
"18128","14","1","1",1,"14",4,5.5
"18069","14","1","1",1,"15",4,4.4
"18347","14","1","1",2,"16",4,4.6
"18127","14","1","1",2,"17",4,4.5
"18021","14","1","1",2,"18",4,4.4
"18039","14","1","2",1,"1",4,7
"18926","14","1","2",1,"2",4,6.3
"18462","14","1","2",1,"3",4,5.5
"18790","14","1","2",2,"4",4,6.5
"18699","14","1","2",2,"5",4,6.5
"18293","14","1","2",2,"6",4,6.9
"18105","15","1","1",1,"7",4,4.6
"18901","15","1","1",1,"8",4,4.6
"18515","15","1","1",1,"9",4,4.6
"18374","15","1","1",2,"10",4,4.5
"18974","15","1","1",2,"11",4,4.3
"18019","15","1","1",2,"12",4,4.6
"18337","15","1","2",1,"13",4,6.1
"18589","15","1","2",1,"14",4,6.1
"18657","15","1","2",1,"15",4,6.2
"18378","15","1","2",2,"16",4,6.5
"18149","15","1","2",2,"17",4,6.5
"18314","15","1","2",2,"18",4,6.5
"18231","1","1","1",1,"1",5,5.4
"18773","1","1","1",1,"2",5,4.5
"18503","1","1","1",1,"3",5,4.6
"18561","1","1","1",2,"4",5,4.5
"18910","1","1","1",2,"5",5,5.4
"18339","1","1","1",2,"6",5,5.6
"18548","1","1","2",1,"7",5,7.5
"18252","1","1","2",1,"8",5,6.9
"18751","1","1","2",1,"9",5,7.4
"18525","1","1","2",2,"10",5,7
"18891","1","1","2",2,"11",5,6.3
"18911","1","1","2",2,"12",5,6.8
"18844","2","1","1",1,"13",5,4
"18898","2","1","1",1,"14",5,3.4
"18531","2","1","1",1,"15",5,3.5
"18654","2","1","1",2,"16",5,3.4
"18295","2","1","1",2,"17",5,2.9
"18218","2","1","2",1,"1",5,6
"18568","2","1","2",1,"2",5,5.1
"18334","2","1","2",1,"3",5,5.5
"18540","2","1","2",2,"4",5,5.6
"18662","2","1","2",2,"5",5,5.4
"18101","2","1","2",2,"6",5,5.8
"18459","3","1","1",1,"7",5,4.1
"18095","3","1","1",1,"9",5,4.2
"18551","3","1","1",2,"10",5,4.1
"18320","3","1","1",2,"11",5,3.9
"18922","3","1","1",2,"12",5,4.5
"18549","3","1","2",1,"13",5,6.1
"18213","3","1","2",1,"14",5,5.8
"18784","3","1","2",1,"15",5,6.3
"18917","3","1","2",2,"16",5,5.5
"18819","3","1","2",2,"17",5,6.1
"18664","3","1","2",2,"18",5,6
"18465","4","1","1",1,"1",5,5.2
"18851","4","1","1",1,"2",5,5.6
"18016","4","1","1",1,"3",5,5.8
"18759","4","1","1",2,"4",5,6.3
"18693","4","1","1",2,"5",5,5.1
"18317","4","1","1",2,"6",5,5.2
"18194","4","1","2",1,"7",5,7.7
"18243","4","1","2",1,"8",5,7.1
"18285","4","1","2",1,"9",5,8.8
"18595","4","1","2",2,"10",5,7.5
"18530","4","1","2",2,"11",5,8.1
"18070","4","1","2",2,"12",5,7.8
"18222","5","1","1",1,"13",5,4.6
"18997","5","1","1",1,"14",5,4.5
"18196","5","1","1",1,"15",5,5.6
"18161","5","1","1",2,"16",5,4.6
"18186","5","1","1",2,"17",5,4.4
"18633","5","1","1",2,"18",5,4.8
"18800","5","1","2",1,"1",5,6.7
"18298","5","1","2",1,"2",5,5.2
"18704","5","1","2",1,"3",5,5.8
"18344","5","1","2",2,"4",5,6.1
"18428","5","1","2",2,"5",5,6.8
"18653","5","1","2",2,"6",5,6.6
"18923","6","1","1",1,"7",5,2.9
"18775","6","1","1",1,"8",5,2.6
"18599","6","1","1",1,"9",5,2.6
"18639","6","1","1",2,"10",5,3
"18448","6","1","1",2,"11",5,2.2
"18117","6","1","1",2,"12",5,2.9
"18570","6","1","2",1,"13",5,5.5
"18785","6","1","2",1,"14",5,5.6
"18954","6","1","2",1,"15",5,4.4
"18346","6","1","2",2,"16",5,4.4
"18313","6","1","2",2,"17",5,3.7
"18289","6","1","2",2,"18",5,4.5
"18451","7","1","1",1,"1",5,5.3
"18369","7","1","1",1,"2",5,4.5
"18272","7","1","1",1,"3",5,4.6
"18524","7","1","1",2,"4",5,5
"18473","7","1","1",2,"5",5,5
"18725","7","1","1",2,"6",5,5.4
"18770","7","1","2",1,"7",5,7.9
"18779","7","1","2",1,"8",5,7
"18327","7","1","2",1,"9",5,7.6
"18620","7","1","2",2,"10",5,7.1
"18736","7","1","2",2,"11",5,6.9
"18745","7","1","2",2,"12",5,8.3
"18414","8","1","1",1,"13",5,6
"18581","8","1","1",1,"14",5,6.1
"18841","8","1","1",1,"15",5,6.4
"18519","8","1","1",2,"16",5,5.8
"18655","8","1","1",2,"17",5,4.8
"18674","8","1","1",2,"18",5,6
"18658","8","1","2",1,"1",5,7.7
"18761","8","1","2",1,"2",5,7.8
"18452","8","1","2",1,"3",5,7.1
"18247","8","1","2",2,"4",5,7.5
"18685","8","1","2",2,"5",5,8.3
"18724","8","1","2",2,"6",5,7.6
"18172","9","1","1",1,"7",5,5
"18413","9","1","1",1,"8",5,5.2
"18234","9","1","1",1,"9",5,5
"18890","9","1","1",2,"10",5,5
"18392","9","1","1",2,"11",5,4.8
"18023","9","1","1",2,"12",5,5.3
"18722","9","1","2",1,"13",5,7.8
"18137","9","1","2",1,"14",5,7.1
"18520","9","1","2",1,"15",5,6.4
"18813","9","1","2",2,"16",5,6.8
"18420","9","1","2",2,"17",5,6.9
"18757","9","1","2",2,"18",5,6.9
"18225","10","1","1",1,"1",5,6
"18906","10","1","1",1,"2",5,5.6
"18034","10","1","1",1,"3",5,4.7
"18619","10","1","1",2,"4",5,5.2
"18557","10","1","1",2,"5",5,5.7
"18429","10","1","1",2,"6",5,6.3
"18018","10","1","2",1,"7",5,7.2
"18544","10","1","2",1,"8",5,7.6
"18330","10","1","2",1,"9",5,8.2
"18807","10","1","2",2,"10",5,8.1
"18765","10","1","2",2,"11",5,6.5
"18415","10","1","2",2,"12",5,9.2
"18853","11","1","1",1,"13",5,4.8
"18706","11","1","1",1,"14",5,4.9
"18495","11","1","1",1,"15",5,5.5
"18292","11","1","1",2,"16",5,4.9
"18889","11","1","1",2,"17",5,4.6
"18883","11","1","1",2,"18",5,4.6
"18905","11","1","2",1,"1",5,6.6
"18675","11","1","2",1,"2",5,5.8
"18326","11","1","2",1,"3",5,6.1
"18434","11","1","2",2,"4",5,5.3
"18573","11","1","2",2,"5",5,7
"18177","11","1","2",2,"6",5,6.6
"18145","12","1","1",1,"7",5,5.3
"18028","12","1","1",1,"8",5,5
"18469","12","1","1",1,"9",5,6.1
"18180","12","1","1",2,"10",5,5.9
"18013","12","1","1",2,"11",5,5.3
"18553","12","1","1",2,"12",5,5.9
"18808","12","1","2",1,"13",5,7.4
"18583","12","1","2",1,"14",5,8
"18990","12","1","2",1,"15",5,7.2
"18508","12","1","2",2,"16",5,7.7
"18562","12","1","2",2,"17",5,6.7
"18005","12","1","2",2,"18",5,6.9
"18554","13","1","1",1,"1",5,4.9
"18886","13","1","1",1,"2",5,5
"18082","13","1","1",1,"3",5,4.9
"18111","13","1","1",2,"4",5,4
"18606","13","1","1",2,"5",5,5.1
"18585","13","1","1",2,"6",5,5.6
"18586","13","1","2",1,"7",5,6.8
"18097","13","1","2",1,"8",5,6.5
"18983","13","1","2",1,"9",5,6.7
"18146","13","1","2",2,"10",5,6.9
"18394","13","1","2",2,"11",5,6.6
"18949","13","1","2",2,"12",5,7.4
"18527","14","1","1",1,"13",5,5.7
"18128","14","1","1",1,"14",5,5.8
"18069","14","1","1",1,"15",5,4.5
"18347","14","1","1",2,"16",5,4.7
"18127","14","1","1",2,"17",5,4.5
"18021","14","1","1",2,"18",5,4.5
"18039","14","1","2",1,"1",5,7
"18926","14","1","2",1,"2",5,6.6
"18462","14","1","2",1,"3",5,6.1
"18790","14","1","2",2,"4",5,6.7
"18699","14","1","2",2,"5",5,6.9
"18293","14","1","2",2,"6",5,7
"18105","15","1","1",1,"7",5,4.6
"18901","15","1","1",1,"8",5,4.9
"18515","15","1","1",1,"9",5,4.9
"18374","15","1","1",2,"10",5,4.5
"18974","15","1","1",2,"11",5,4.7
"18019","15","1","1",2,"12",5,4.7
"18337","15","1","2",1,"13",5,6.7
"18589","15","1","2",1,"14",5,6.4
"18657","15","1","2",1,"15",5,6.5
"18378","15","1","2",2,"16",5,6.5
"18149","15","1","2",2,"17",5,6.5
"18314","15","1","2",2,"18",5,6.5
"18231","1","1","1",1,"1",6,5.4
"18773","1","1","1",1,"2",6,4.7
"18503","1","1","1",1,"3",6,5
"18561","1","1","1",2,"4",6,4.8
"18910","1","1","1",2,"5",6,5.6
"18339","1","1","1",2,"6",6,5.9
"18548","1","1","2",1,"7",6,7.7
"18252","1","1","2",1,"8",6,7
"18751","1","1","2",1,"9",6,7.6
"18525","1","1","2",2,"10",6,7.3
"18891","1","1","2",2,"11",6,6.5
"18911","1","1","2",2,"12",6,6.9
"18844","2","1","1",1,"13",6,4.2
"18898","2","1","1",1,"14",6,3.7
"18531","2","1","1",1,"15",6,3.5
"18654","2","1","1",2,"16",6,3.4
"18295","2","1","1",2,"17",6,3
"18218","2","1","2",1,"1",6,6.3
"18568","2","1","2",1,"2",6,5.2
"18334","2","1","2",1,"3",6,5.6
"18540","2","1","2",2,"4",6,5.6
"18662","2","1","2",2,"5",6,6.1
"18101","2","1","2",2,"6",6,5.9
"18459","3","1","1",1,"7",6,4.4
"18095","3","1","1",1,"9",6,4.4
"18551","3","1","1",2,"10",6,4.1
"18320","3","1","1",2,"11",6,3.9
"18922","3","1","1",2,"12",6,4.7
"18549","3","1","2",1,"13",6,6.2
"18213","3","1","2",1,"14",6,5.9
"18784","3","1","2",1,"15",6,6.3
"18917","3","1","2",2,"16",6,5.5
"18819","3","1","2",2,"17",6,6.2
"18664","3","1","2",2,"18",6,6.5
"18465","4","1","1",1,"1",6,5.8
"18851","4","1","1",1,"2",6,5.8
"18016","4","1","1",1,"3",6,6
"18759","4","1","1",2,"4",6,6.8
"18693","4","1","1",2,"5",6,6
"18317","4","1","1",2,"6",6,6.5
"18194","4","1","2",1,"7",6,8.2
"18243","4","1","2",1,"8",6,7.1
"18285","4","1","2",1,"9",6,9
"18595","4","1","2",2,"10",6,7.8
"18530","4","1","2",2,"11",6,8.2
"18070","4","1","2",2,"12",6,8.2
"18222","5","1","1",1,"13",6,4.7
"18997","5","1","1",1,"14",6,4.7
"18196","5","1","1",1,"15",6,5.6
"18161","5","1","1",2,"16",6,4.8
"18186","5","1","1",2,"17",6,4.5
"18633","5","1","1",2,"18",6,5.1
"18800","5","1","2",1,"1",6,6.9
"18298","5","1","2",1,"2",6,5.7
"18704","5","1","2",1,"3",6,6.3
"18344","5","1","2",2,"4",6,6.3
"18428","5","1","2",2,"5",6,6.9
"18653","5","1","2",2,"6",6,6.6
"18923","6","1","1",1,"7",6,3.2
"18775","6","1","1",1,"8",6,3
"18599","6","1","1",1,"9",6,3
"18639","6","1","1",2,"10",6,3.3
"18448","6","1","1",2,"11",6,2.3
"18117","6","1","1",2,"12",6,2.9
"18570","6","1","2",1,"13",6,5.5
"18785","6","1","2",1,"14",6,5.7
"18954","6","1","2",1,"15",6,4.7
"18346","6","1","2",2,"16",6,4.7
"18313","6","1","2",2,"17",6,3.8
"18289","6","1","2",2,"18",6,4.9
"18451","7","1","1",1,"1",6,5.5
"18369","7","1","1",1,"2",6,5.8
"18272","7","1","1",1,"3",6,4.7
"18524","7","1","1",2,"4",6,5.2
"18473","7","1","1",2,"5",6,5.2
"18725","7","1","1",2,"6",6,5.5
"18770","7","1","2",1,"7",6,8.4
"18779","7","1","2",1,"8",6,7.2
"18327","7","1","2",1,"9",6,7.9
"18620","7","1","2",2,"10",6,7.3
"18736","7","1","2",2,"11",6,7.1
"18745","7","1","2",2,"12",6,8.8
"18414","8","1","1",1,"13",6,6
"18581","8","1","1",1,"14",6,6.2
"18841","8","1","1",1,"15",6,7
"18519","8","1","1",2,"16",6,6.1
"18655","8","1","1",2,"17",6,4.9
"18674","8","1","1",2,"18",6,6.2
"18658","8","1","2",1,"1",6,8.2
"18761","8","1","2",1,"2",6,8.2
"18452","8","1","2",1,"3",6,8.7
"18247","8","1","2",2,"4",6,8.2
"18685","8","1","2",2,"5",6,8.4
"18724","8","1","2",2,"6",6,8.3
"18172","9","1","1",1,"7",6,5
"18413","9","1","1",1,"8",6,5.5
"18234","9","1","1",1,"9",6,5
"18890","9","1","1",2,"10",6,5
"18392","9","1","1",2,"11",6,4.8
"18023","9","1","1",2,"12",6,5.4
"18722","9","1","2",1,"13",6,8
"18137","9","1","2",1,"14",6,7.1
"18520","9","1","2",1,"15",6,6.6
"18813","9","1","2",2,"16",6,6.9
"18420","9","1","2",2,"17",6,7
"18757","9","1","2",2,"18",6,7.1
"18225","10","1","1",1,"1",6,6.6
"18906","10","1","1",1,"2",6,6.4
"18034","10","1","1",1,"3",6,5.9
"18619","10","1","1",2,"4",6,5.8
"18557","10","1","1",2,"5",6,5.7
"18429","10","1","1",2,"6",6,6.3
"18018","10","1","2",1,"7",6,8.3
"18544","10","1","2",1,"8",6,8
"18330","10","1","2",1,"9",6,8.3
"18807","10","1","2",2,"10",6,8.4
"18765","10","1","2",2,"11",6,7.3
"18415","10","1","2",2,"12",6,9.2
"18853","11","1","1",1,"13",6,4.8
"18706","11","1","1",1,"14",6,5.2
"18495","11","1","1",1,"15",6,5.5
"18292","11","1","1",2,"16",6,5
"18889","11","1","1",2,"17",6,4.7
"18883","11","1","1",2,"18",6,4.6
"18905","11","1","2",1,"1",6,6.7
"18675","11","1","2",1,"2",6,6
"18326","11","1","2",1,"3",6,6.3
"18434","11","1","2",2,"4",6,6
"18573","11","1","2",2,"5",6,7
"18177","11","1","2",2,"6",6,7
"18145","12","1","1",1,"7",6,6.1
"18028","12","1","1",1,"8",6,5.6
"18469","12","1","1",1,"9",6,6.1
"18180","12","1","1",2,"10",6,6.3
"18013","12","1","1",2,"11",6,5.7
"18553","12","1","1",2,"12",6,6.1
"18808","12","1","2",1,"13",6,7.5
"18583","12","1","2",1,"14",6,8
"18990","12","1","2",1,"15",6,7.6
"18508","12","1","2",2,"16",6,7.8
"18562","12","1","2",2,"17",6,6.8
"18005","12","1","2",2,"18",6,7
"18554","13","1","1",1,"1",6,5.3
"18886","13","1","1",1,"2",6,5
"18082","13","1","1",1,"3",6,5.1
"18111","13","1","1",2,"4",6,4.8
"18606","13","1","1",2,"5",6,5.2
"18585","13","1","1",2,"6",6,5.7
"18586","13","1","2",1,"7",6,6.9
"18097","13","1","2",1,"8",6,6.6
"18983","13","1","2",1,"9",6,6.8
"18146","13","1","2",2,"10",6,7
"18394","13","1","2",2,"11",6,6.7
"18949","13","1","2",2,"12",6,7.4
"18527","14","1","1",1,"13",6,5.7
"18128","14","1","1",1,"14",6,5.9
"18069","14","1","1",1,"15",6,4.8
"18347","14","1","1",2,"16",6,5
"18127","14","1","1",2,"17",6,4.6
"18021","14","1","1",2,"18",6,4.5
"18039","14","1","2",1,"1",6,7.2
"18926","14","1","2",1,"2",6,6.9
"18462","14","1","2",1,"3",6,6.2
"18790","14","1","2",2,"4",6,6.7
"18699","14","1","2",2,"5",6,7
"18293","14","1","2",2,"6",6,7.1
"18105","15","1","1",1,"7",6,4.9
"18901","15","1","1",1,"8",6,4.9
"18515","15","1","1",1,"9",6,4.9
"18374","15","1","1",2,"10",6,4.7
"18974","15","1","1",2,"11",6,5
"18019","15","1","1",2,"12",6,5
"18337","15","1","2",1,"13",6,6.8
"18589","15","1","2",1,"14",6,6.6
"18657","15","1","2",1,"15",6,6.7
"18378","15","1","2",2,"16",6,7.2
"18149","15","1","2",2,"17",6,6.8
"18314","15","1","2",2,"18",6,6.9
"18231","1","1","1",1,"1",7,5.6
"18773","1","1","1",1,"2",7,4.9
"18503","1","1","1",1,"3",7,5.5
"18561","1","1","1",2,"4",7,5.4
"18910","1","1","1",2,"5",7,5.6
"18339","1","1","1",2,"6",7,6.2
"18548","1","1","2",1,"7",7,7.7
"18252","1","1","2",1,"8",7,7.9
"18751","1","1","2",1,"9",7,8
"18525","1","1","2",2,"10",7,7.3
"18891","1","1","2",2,"11",7,6.6
"18911","1","1","2",2,"12",7,7.6
"18844","2","1","1",1,"13",7,4.3
"18898","2","1","1",1,"14",7,3.8
"18531","2","1","1",1,"15",7,3.8
"18654","2","1","1",2,"16",7,3.4
"18295","2","1","1",2,"17",7,3.2
"18218","2","1","2",1,"1",7,6.4
"18568","2","1","2",1,"2",7,5.2
"18334","2","1","2",1,"3",7,5.7
"18540","2","1","2",2,"4",7,5.7
"18662","2","1","2",2,"5",7,6.2
"18101","2","1","2",2,"6",7,6.1
"18459","3","1","1",1,"7",7,4.5
"18095","3","1","1",1,"9",7,4.5
"18551","3","1","1",2,"10",7,4.1
"18320","3","1","1",2,"11",7,3.9
"18922","3","1","1",2,"12",7,5.4
"18549","3","1","2",1,"13",7,6.2
"18213","3","1","2",1,"14",7,6
"18784","3","1","2",1,"15",7,6.3
"18917","3","1","2",2,"16",7,5.6
"18819","3","1","2",2,"17",7,6.5
"18664","3","1","2",2,"18",7,6.5
"18465","4","1","1",1,"1",7,6
"18851","4","1","1",1,"2",7,6.2
"18016","4","1","1",1,"3",7,6.1
"18759","4","1","1",2,"4",7,6.9
"18693","4","1","1",2,"5",7,6.2
"18317","4","1","1",2,"6",7,6.7
"18194","4","1","2",1,"7",7,8.4
"18243","4","1","2",1,"8",7,7.3
"18285","4","1","2",1,"9",7,9.1
"18595","4","1","2",2,"10",7,9.6
"18530","4","1","2",2,"11",7,8.8
"18070","4","1","2",2,"12",7,9.1
"18222","5","1","1",1,"13",7,4.7
"18997","5","1","1",1,"14",7,4.9
"18196","5","1","1",1,"15",7,5.9
"18161","5","1","1",2,"16",7,4.8
"18186","5","1","1",2,"17",7,4.5
"18633","5","1","1",2,"18",7,5.1
"18800","5","1","2",1,"1",7,6.9
"18298","5","1","2",1,"2",7,5.9
"18704","5","1","2",1,"3",7,6.6
"18344","5","1","2",2,"4",7,6.4
"18428","5","1","2",2,"5",7,7
"18653","5","1","2",2,"6",7,6.7
"18923","6","1","1",1,"7",7,3.3
"18775","6","1","1",1,"8",7,3.2
"18599","6","1","1",1,"9",7,3.1
"18639","6","1","1",2,"10",7,3.6
"18448","6","1","1",2,"11",7,2.5
"18117","6","1","1",2,"12",7,3
"18570","6","1","2",1,"13",7,5.8
"18785","6","1","2",1,"14",7,5.7
"18954","6","1","2",1,"15",7,5
"18346","6","1","2",2,"16",7,5.1
"18313","6","1","2",2,"17",7,4.1
"18289","6","1","2",2,"18",7,5.1
"18451","7","1","1",1,"1",7,5.7
"18369","7","1","1",1,"2",7,6
"18272","7","1","1",1,"3",7,4.8
"18524","7","1","1",2,"4",7,5.3
"18473","7","1","1",2,"5",7,6.7
"18725","7","1","1",2,"6",7,5.7
"18770","7","1","2",1,"7",7,8.4
"18779","7","1","2",1,"8",7,7.3
"18327","7","1","2",1,"9",7,8.1
"18620","7","1","2",2,"10",7,8.3
"18736","7","1","2",2,"11",7,7.4
"18745","7","1","2",2,"12",7,8.8
"18414","8","1","1",1,"13",7,6.6
"18581","8","1","1",1,"14",7,6.5
"18841","8","1","1",1,"15",7,7
"18519","8","1","1",2,"16",7,6.6
"18655","8","1","1",2,"17",7,5.2
"18674","8","1","1",2,"18",7,6.3
"18658","8","1","2",1,"1",7,8.2
